Technology,Year,Power_kW,Hub_m,Dia_m,X_coord,Y_coord,PS_Year,PS_Hub,PS_Dia
wind power,"2014","2750",98.32000000000,103.00000000000,4227837.29272999990,3355808.20078000010,,,
wind power,"2014","2750",98.32000000000,103.00000000000,4227292.26384000010,3355755.63976999980,,,
wind power,"2014","2750",98.32000000000,103.00000000000,4227774.21162000020,3355444.91019999980,,,
wind power,"2014","2750",98.32000000000,103.00000000000,4227643.78725000010,3355059.53165999990,,,
wind power,"2014","2750",98.32000000000,103.00000000000,4227791.31039999980,3354803.40302000010,,,
wind power,"2015","2750",98.32000000000,103.00000000000,4234941.61366999990,3372445.76639000000,,,
wind power,"2015","2750",98.32000000000,103.00000000000,4235252.84226999990,3372377.47029000010,,,
wind power,"2015","2750",98.32000000000,103.00000000000,4234704.48010000030,3371152.49252999990,,,
wind power,"2015","2750",98.32000000000,103.00000000000,4235635.96803000010,3372945.44607000010,,,
wind power,"2015","2750",98.32000000000,103.00000000000,4236585.59145999980,3372735.33362000020,,,
wind power,"2015","2750",98.32000000000,103.00000000000,4236062.61395999980,3373189.69212999990,,,
wind power,"2015","2750",98.32000000000,103.00000000000,4236430.02032000010,3373203.65768999980,,,
wind power,"2015","2750",98.32000000000,103.00000000000,4234772.97248999960,3371831.83003999990,,,
wind power,"2015","2750",98.32000000000,103.00000000000,4236445.37151999960,3373515.57329999980,,,
wind power,"2015","2750",98.32000000000,103.00000000000,4235747.72226000020,3372635.78788000020,,,
wind power,"2015","2750",98.32000000000,103.00000000000,4234292.16407999960,3371434.26052000000,,,
wind power,"2015","2750",98.32000000000,103.00000000000,4235217.23589999970,3372910.17468000020,,,
wind power,"2015","2750",98.32000000000,103.00000000000,4234004.03268000020,3371652.30042000020,,,
wind power,"2015","2750",98.32000000000,103.00000000000,4234510.79339999980,3371973.48196000000,,,
wind power,"2015","2850",98.32000000000,103.00000000000,4249192.01551000030,3372884.15974000000,,,
wind power,"2015","2850",98.32000000000,103.00000000000,4249732.31355999970,3372882.72224000000,,,
wind power,"2015","2850",98.32000000000,103.00000000000,4249287.03519999980,3372522.70613999990,,,
wind power,"2015","2850",98.32000000000,103.00000000000,4249085.63040999980,3372143.32451000020,,,
wind power,"2015","2350",103.90000000000,92.00000000000,4264834.81831999960,3368120.52545000010,,,
wind power,"2015","2350",103.90000000000,92.00000000000,4264846.30618999990,3368513.52398000010,,,
wind power,"2015","2350",103.90000000000,92.00000000000,4265393.38815999960,3368137.81405000020,,,
wind power,"2015","2350",103.90000000000,92.00000000000,4264487.42478999960,3368465.46350000010,,,
wind power,"2015","2350",103.90000000000,92.00000000000,4264535.10867000000,3368225.70737000000,,,
wind power,"2008","2000",108.00000000000,84.00000000000,4345713.71740000040,3278193.70201000010,,,
wind power,"2008","2000",108.00000000000,84.00000000000,4345128.39078000000,3278475.94552000010,,,
wind power,"2014","2350",104.00000000000,92.00000000000,4195640.64147999980,3257440.64678000010,,,
wind power,"2014","2350",104.00000000000,92.00000000000,4195462.23900000010,3257198.96505999980,,,
wind power,"2011","2500",100.00000000000,100.00000000000,4284840.58930999970,3308309.55278000000,,,
wind power,"2011","2500",100.00000000000,100.00000000000,4285136.53478999990,3307069.91306999980,,,
wind power,"2011","2500",100.00000000000,100.00000000000,4284420.97728999980,3306552.57586999980,,,
wind power,"2011","2500",100.00000000000,100.00000000000,4284878.24057000040,3306698.31930000010,,,
wind power,"2008","2000",108.00000000000,84.00000000000,4345653.13293999990,3278513.66130999990,,,
wind power,"2008","2000",108.00000000000,84.00000000000,4346239.95758000020,3278699.56766999980,,,
wind power,"2008","2000",108.00000000000,84.00000000000,4346088.64520999980,3278969.77186999980,,,
wind power,"2008","2000",108.00000000000,84.00000000000,4345859.35733000000,3279172.03538999990,,,
wind power,"2011","2500",100.00000000000,100.00000000000,4285008.20038000030,3307770.99782000020,,,
wind power,"2011","2500",100.00000000000,100.00000000000,4284586.93515999990,3306975.46987000010,,,
wind power,"2011","2500",100.00000000000,100.00000000000,4285184.67688000020,3308158.72919999990,,,
wind power,"2011","2500",100.00000000000,100.00000000000,4285514.18931999990,3308039.11905999990,,,
wind power,"2011","2500",100.00000000000,100.00000000000,4284552.17375000010,3307930.37355000010,,,
wind power,"2011","2500",100.00000000000,100.00000000000,4284486.63765999950,3307390.03959999980,,,
wind power,"2011","2500",100.00000000000,100.00000000000,4284963.13006000030,3307407.45970000000,,,
wind power,"2011","2500",100.00000000000,100.00000000000,4284132.04705999980,3307000.76918999990,,,
wind power,"2012","2000",105.00000000000,90.00000000000,4289979.02740999960,3302961.12654000010,,,
wind power,"2012","2000",105.00000000000,90.00000000000,4290472.38176999990,3303472.52699000020,,,
wind power,"2012","2000",105.00000000000,90.00000000000,4290272.06713999990,3303169.16448999990,,,
wind power,"2012","2000",105.00000000000,90.00000000000,4290213.90981000010,3302799.80635999980,,,
wind power,"2012","2000",105.00000000000,90.00000000000,4289642.79179000020,3303028.80738000010,,,
wind power,"2011","2000",105.00000000000,90.00000000000,4288678.73345999980,3287413.15732000020,,,
wind power,"2011","2000",105.00000000000,90.00000000000,4289103.82902999970,3287332.24729999990,,,
wind power,"2011","2000",105.00000000000,90.00000000000,4289600.04107999990,3287329.39163000000,,,
wind power,"2011","2000",105.00000000000,90.00000000000,4289641.62026000020,3286936.63981000010,,,
wind power,"2012","2000",105.00000000000,90.00000000000,4289086.41701999960,3286942.31161999980,,,
wind power,"2011","2000",105.00000000000,90.00000000000,4288709.07354000020,3287003.55194000020,,,
wind power,"2011","2000",105.00000000000,90.00000000000,4288336.59884000010,3286838.62276999980,,,
wind power,"2011","2000",105.00000000000,90.00000000000,4289488.69220000040,3286586.59378000020,,,
wind power,"2009","2000",105.00000000000,90.00000000000,4299592.09068000040,3282424.08069999980,,,
wind power,"2009","2000",105.00000000000,90.00000000000,4301529.58978000000,3282102.14207000010,,,
wind power,"2009","2000",105.00000000000,90.00000000000,4301993.31018000000,3282209.77456999990,,,
wind power,"2009","2000",105.00000000000,90.00000000000,4302173.26432999970,3281767.09029999980,,,
wind power,"2009","2000",105.00000000000,90.00000000000,4301750.47561999970,3281580.85665000000,,,
wind power,"2009","2000",105.00000000000,90.00000000000,4301257.90814999960,3281124.46866999990,,,
wind power,"2009","2000",105.00000000000,90.00000000000,4299517.57141000030,3282822.28788000020,,,
wind power,"2009","2000",105.00000000000,90.00000000000,4299885.73142000010,3283109.32370000010,,,
wind power,"2009","2000",105.00000000000,90.00000000000,4301269.77842999990,3283063.15914000010,,,
wind power,"2009","2000",105.00000000000,90.00000000000,4301302.66191000030,3282548.47765999990,,,
wind power,"2009","2000",105.00000000000,90.00000000000,4300181.40505999980,3282569.99526000020,,,
wind power,"2009","2000",105.00000000000,90.00000000000,4299939.40973000040,3282218.18652000000,,,
wind power,"2009","2000",105.00000000000,90.00000000000,4300338.92128000040,3282168.63970999980,,,
wind power,"2009","2000",105.00000000000,90.00000000000,4300836.36173000000,3282254.79794000000,,,
wind power,"2009","2000",105.00000000000,90.00000000000,4301006.43836000000,3281821.25353999990,,,
wind power,"2009","2000",105.00000000000,90.00000000000,4300993.91744999960,3281423.25145999990,,,
wind power,"2009","2000",105.00000000000,90.00000000000,4301788.74514000020,3282897.90754000000,,,
wind power,"2009","2000",105.00000000000,90.00000000000,4302267.61612000040,3282727.20704999990,,,
wind power,"2015","3000",94.00000000000,112.00000000000,4289321.07665999980,3302773.14465000010,,,
wind power,"2015","3080",94.00000000000,112.00000000000,4288844.80987999960,3302699.69945999980,,,
wind power,"2015","3000",94.00000000000,112.00000000000,4289288.75901000020,3303111.74076000000,,,
wind power,"2003","1500",109.00000000000,82.00000000000,4323336.93986000030,3307861.34923999990,,,
wind power,"2003","1500",109.00000000000,82.00000000000,4323385.84525000020,3307493.52386000010,,,
wind power,"2003","1500",109.00000000000,82.00000000000,4323691.40560999980,3307020.08633999990,,,
wind power,"2003","1500",109.00000000000,82.00000000000,4323768.48061999960,3307382.15609000020,,,
wind power,"2006","2000",105.00000000000,90.00000000000,4324388.64585000000,3306941.35234999980,,,
wind power,"2003","1500",109.00000000000,82.00000000000,4324239.82098999990,3307246.54281000000,,,
wind power,"2003","1500",109.00000000000,82.00000000000,4324482.99954999980,3307610.30017000020,,,
wind power,"2003","1500",109.00000000000,82.00000000000,4324923.07436999960,3307744.22684000010,,,
wind power,"2003","1500",109.00000000000,82.00000000000,4324857.53146000020,3307420.01267000010,,,
wind power,"2006","2000",105.00000000000,90.00000000000,4324840.78928999980,3306936.05781000010,,,
wind power,"2006","2000",105.00000000000,90.00000000000,4324705.99039999950,3306595.80126000010,,,
wind power,"2006","2000",105.00000000000,90.00000000000,4322577.07945999970,3307394.74019999990,,,
wind power,"2003","1500",109.00000000000,82.00000000000,4322943.33607000020,3307759.78646000010,,,
wind power,"2003","1500",109.00000000000,82.00000000000,4323083.37368000020,3308116.97807000020,,,
wind power,"2006","2000",105.00000000000,90.00000000000,4323168.67487000020,3308494.93836000000,,,
wind power,"2006","2000",105.00000000000,90.00000000000,4323138.87224000040,3308869.49908000000,,,
wind power,"2006","2000",105.00000000000,90.00000000000,4323508.82466000040,3308781.31598000000,,,
wind power,"2003","1500",109.00000000000,82.00000000000,4323524.38142000050,3308245.89092000020,,,
wind power,"2010","2000",108.00000000000,84.00000000000,4345551.74579999970,3279713.51281000020,,,
wind power,"2010","2000",108.00000000000,84.00000000000,4345117.00908000020,3279601.51832999990,,,
wind power,"2004","1650",117.00000000000,66.00000000000,4334942.89671999960,3284807.95190999980,,,
wind power,"2004","1500",112.00000000000,76.00000000000,4334370.78031000030,3284529.79760000020,,,
wind power,"2004","1500",112.00000000000,76.00000000000,4334095.73931999970,3286048.20717999990,,,
wind power,"2004","1650",117.00000000000,66.00000000000,4334350.60917999970,3285670.51831999980,,,
wind power,"2004","1650",117.00000000000,66.00000000000,4334645.79451000040,3285242.24972999980,,,
wind power,"2011","2000",105.00000000000,90.00000000000,4306434.43180000040,3282782.56888000020,,,
wind power,"2011","2000",105.00000000000,90.00000000000,4306597.40392000040,3282486.18460999990,,,
wind power,"2009","2000",108.00000000000,84.00000000000,4346436.96176000030,3278117.61419000010,,,
wind power,"2009","2000",108.00000000000,84.00000000000,4346308.11292000020,3278348.49085000020,,,
wind power,"2010","2000",108.00000000000,84.00000000000,4345685.67867999990,3279416.54070999990,,,
wind power,"2010","2000",108.00000000000,84.00000000000,4345317.29225999960,3279039.52655000010,,,
wind power,"2010","2000",108.00000000000,84.00000000000,4345214.17074000000,3279322.06465000010,,,
wind power,"2010","2000",108.00000000000,84.00000000000,4345443.75196000000,3278780.67162000020,,,
wind power,"2009","2000",108.00000000000,84.00000000000,4346207.23085999950,3277999.76669000000,,,
wind power,"2008","2000",108.00000000000,84.00000000000,4345828.29961999970,3277944.01672000020,,,
wind power,"2009","2000",105.00000000000,90.00000000000,4235571.49576999990,3413513.75076000020,,,
wind power,"2009","2000",105.00000000000,90.00000000000,4235524.33148000020,3414148.62163000000,,,
wind power,"2009","2000",105.00000000000,90.00000000000,4234708.93996000010,3413727.65608000010,,,
wind power,"2012","2300",109.00000000000,82.00000000000,4287681.17965000030,3363034.02178000010,,,
wind power,"2012","2300",109.00000000000,82.00000000000,4288821.03930999990,3363263.27601000010,,,
wind power,"2012","2300",109.00000000000,82.00000000000,4287572.96877000020,3362665.38081000000,,,
wind power,"2012","2300",109.00000000000,82.00000000000,4288023.54244999960,3362974.24293999980,,,
wind power,"2012","2300",109.00000000000,82.00000000000,4287740.42812000030,3362404.95298000010,,,
wind power,"2012","2300",109.00000000000,82.00000000000,4287993.05958999970,3362654.54238000000,,,
wind power,"2012","2300",109.00000000000,82.00000000000,4288002.42530999980,3362322.28260000000,,,
wind power,"2012","2300",109.00000000000,82.00000000000,4288736.67736999970,3362811.27284999980,,,
wind power,"2012","2300",109.00000000000,82.00000000000,4288688.72742000040,3362458.80243000020,,,
wind power,"2009","2000",109.00000000000,82.00000000000,4289161.39912000020,3362845.38523000010,,,
wind power,"2002","2300",109.00000000000,82.00000000000,4288329.91526000020,3363203.07657000000,,,
wind power,"2009","2000",109.00000000000,82.00000000000,4289069.87887999970,3362525.53260000000,,,
wind power,"2002","2000",109.00000000000,82.00000000000,4288299.16693999990,3362864.37182000000,,,
wind power,"2002","2300",109.00000000000,82.00000000000,4287930.84398000040,3363357.67977999990,,,
wind power,"2007","2000",109.00000000000,82.00000000000,4284579.67260999980,3349508.68014999990,,,
wind power,"2007","2000",109.00000000000,82.00000000000,4284607.05169999970,3349176.16520999980,,,
wind power,"2007","2000",109.00000000000,82.00000000000,4284669.30446000020,3348833.16178999980,,,
wind power,"2007","2000",109.00000000000,82.00000000000,4284366.28046999960,3348915.39733000010,,,
wind power,"2007","2000",109.00000000000,82.00000000000,4284369.39979999980,3348565.21100000010,,,
wind power,"2007","2000",109.00000000000,82.00000000000,4284690.22573999970,3348539.75261999990,,,
wind power,"2007","2000",109.00000000000,82.00000000000,4284883.39608000030,3348328.98820000000,,,
wind power,"2007","2000",109.00000000000,82.00000000000,4284310.85964000040,3348241.89135999980,,,
wind power,"2007","2000",109.00000000000,82.00000000000,4284630.85781000000,3348085.39041000000,,,
wind power,"2008","2000",109.00000000000,82.00000000000,4257756.11935999990,3342870.65769999990,,,
wind power,"2008","2000",109.00000000000,82.00000000000,4257348.38819000030,3342978.32232999990,,,
wind power,"2008","2000",109.00000000000,82.00000000000,4257232.81022999990,3343229.02369999980,,,
wind power,"2008","2000",109.00000000000,82.00000000000,4257902.17798000020,3343659.98524999990,,,
wind power,"2008","2000",109.00000000000,82.00000000000,4258353.23311000040,3343645.76296000000,,,
wind power,"2008","2000",109.00000000000,82.00000000000,4258474.92502999960,3343402.98088999980,,,
wind power,"2008","2000",109.00000000000,82.00000000000,4258675.97924999990,3342607.86723000000,,,
wind power,"2008","2000",109.00000000000,82.00000000000,4258405.65936999950,3342667.61907000000,,,
wind power,"2009","2000",109.00000000000,82.00000000000,4258435.94122000040,3342974.33341000000,,,
wind power,"2002","1500",111.50000000000,77.00000000000,4188945.58818000000,3285071.17688000020,,,
wind power,"2002","1500",111.50000000000,77.00000000000,4188525.98445999990,3286055.35274000000,,,
wind power,"2002","1500",111.50000000000,77.00000000000,4189117.41306999980,3284835.72596000000,,,
wind power,"2002","1500",111.50000000000,77.00000000000,4189203.69003999980,3285360.79565000020,,,
wind power,"2002","1500",111.50000000000,77.00000000000,4188796.04407999990,3285326.33302999990,,,
wind power,"2014","2350",104.00000000000,92.00000000000,4221469.39137000030,3293908.32353000020,,,
wind power,"2014","2500",100.00000000000,100.00000000000,4225677.92155000010,3281130.56011000000,,,
wind power,"2014","2500",100.00000000000,100.00000000000,4243577.58949000020,3288857.90289000000,,,
wind power,"2010","2500",100.00000000000,100.00000000000,4225386.46181999990,3275167.64093000020,,,
wind power,"2010","2000",105.00000000000,90.00000000000,4303843.85367000010,3231310.30156000010,,,
wind power,"2010","2000",105.00000000000,90.00000000000,4304003.50217000020,3231642.25601000010,,,
wind power,"2010","2000",105.00000000000,90.00000000000,4303969.20172000020,3230968.41923000010,,,
wind power,"2011","2350",104.00000000000,92.00000000000,4275199.05919000040,3204906.29890999990,,,
wind power,"2007","2000",105.00000000000,90.00000000000,4330891.02273999990,3241606.82306999990,,,
wind power,"2007","2500",100.00000000000,100.00000000000,4358615.42559000010,3293770.32703999990,,,
wind power,"2007","2500",100.00000000000,100.00000000000,4358336.84095999970,3294167.34884000010,,,
wind power,"2007","2500",100.00000000000,100.00000000000,4358232.01327000000,3294541.93697000020,,,
wind power,"2007","2500",100.00000000000,100.00000000000,4358224.13554999980,3294910.16857999980,,,
wind power,"2007","2500",100.00000000000,100.00000000000,4358361.67676999980,3295304.37775000000,,,
wind power,"2007","2500",100.00000000000,100.00000000000,4358422.65175000020,3295803.68955999990,,,
wind power,"2007","2500",100.00000000000,100.00000000000,4359050.54696999960,3295562.83731999990,,,
wind power,"2007","2500",100.00000000000,100.00000000000,4358604.18888999990,3293394.36032000000,,,
wind power,"2004","2000",105.00000000000,90.00000000000,4388803.40797999970,3233130.59608000000,,,
wind power,"2004","2000",105.00000000000,90.00000000000,4389212.36328999980,3231092.36738000020,,,
wind power,"2004","2000",105.00000000000,90.00000000000,4388521.30745000020,3232911.44358000020,,,
wind power,"2003","1500",111.50000000000,77.00000000000,4393144.55279000010,3229586.49951000000,,,
wind power,"2003","1500",111.50000000000,77.00000000000,4393342.82794999980,3229385.70018999980,,,
wind power,"2004","2000",105.00000000000,90.00000000000,4389203.40395000020,3230733.39245999980,,,
wind power,"2004","2000",105.00000000000,90.00000000000,4374052.30154000040,3219292.46016999990,,,
wind power,"2004","2000",105.00000000000,90.00000000000,4373612.63666000030,3219181.49292000010,,,
wind power,"2004","2000",105.00000000000,90.00000000000,4374392.28842999970,3218993.67090999990,,,
wind power,"2004","2000",105.00000000000,90.00000000000,4374731.39883999990,3218703.89720000000,,,
wind power,"2004","2000",105.00000000000,90.00000000000,4375000.99765999990,3218451.09584000010,,,
wind power,"2014","2350",104.00000000000,92.00000000000,4155806.91850000010,3394999.77660000000,,,
wind power,"2014","2000",100.00000000000,100.00000000000,4347778.32969999970,3164204.65859000010,,,
wind power,"2014","2000",100.00000000000,100.00000000000,4347494.35432999950,3164360.59952000020,,,
wind power,"2014","2000",100.00000000000,100.00000000000,4350089.84867000020,3167178.20159000020,,,
wind power,"2015","2350",104.00000000000,92.00000000000,4340793.38038999960,3266779.76549000010,,,
wind power,"2015","2350",104.00000000000,92.00000000000,4339895.35828999990,3267166.37459000010,,,
wind power,"2015","2350",104.00000000000,92.00000000000,4340223.45782000010,3267307.87582000020,,,
wind power,"2015","3300",94.00000000000,112.00000000000,4216786.62861000000,3315351.42107999980,,,
wind power,"2015","3300",94.00000000000,112.00000000000,4216740.98006000000,3314944.85732000000,,,
wind power,"2014","2350",108.00000000000,92.00000000000,4303194.53667999990,3318118.47211000000,,,
wind power,"2014","2350",108.38000000000,92.00000000000,4303053.75693999980,3318642.64288999980,,,
wind power,"2014","2350",108.38000000000,92.00000000000,4303168.54110000000,3317616.62508000010,,,
wind power,"2014","2350",108.40000000000,92.00000000000,4303444.76217999960,3318700.23845000010,,,
wind power,"2014","2350",108.40000000000,92.00000000000,4303052.98486000020,3318371.54174999990,,,
wind power,"2014","2350",108.40000000000,92.00000000000,4221461.06120000030,3293595.28854000010,,,
wind power,"2010","2000",114.09000000000,82.00000000000,4153549.72715999980,3302437.61532999990,,,
wind power,"2015","2000",120.00000000000,97.00000000000,4301333.05021000000,3344709.06926999990,,,
wind power,"2015","2000",120.00000000000,97.00000000000,4301075.53768999970,3345040.78190999990,,,
wind power,"2015","2000",120.00000000000,97.00000000000,4300712.65859000010,3344633.66990000010,,,
wind power,"2015","2000",120.00000000000,97.00000000000,4300377.28981000000,3344835.41405999990,,,
wind power,"2015","2000",120.00000000000,97.00000000000,4300705.89936999980,3344937.88358000010,,,
wind power,"2015","2000",120.00000000000,97.00000000000,4301041.97453000020,3344500.03660000020,,,
wind power,"2012","2000",125.00000000000,90.00000000000,4357069.69883999970,3283982.62222999990,,,
wind power,"2009","2000",125.00000000000,90.00000000000,4358061.84379999990,3284396.92925000000,,,
wind power,"2009","2000",125.00000000000,90.00000000000,4358285.08399999980,3283616.55310000010,,,
wind power,"2009","2000",125.00000000000,90.00000000000,4358600.61316999980,3284293.38103999990,,,
wind power,"2012","2000",125.00000000000,90.00000000000,4358478.65099999960,3284659.20416999980,,,
wind power,"2012","2000",125.00000000000,90.00000000000,4357994.96172000000,3283831.67163999980,,,
wind power,"2009","2000",125.00000000000,90.00000000000,4357003.13944999970,3283584.41530000000,,,
wind power,"2012","2000",125.00000000000,90.00000000000,4358044.25666000040,3283347.82085999990,,,
wind power,"2009","2000",125.00000000000,90.00000000000,4357135.27319000010,3284381.84348999990,,,
wind power,"2009","2000",125.00000000000,90.00000000000,4357174.80645999960,3283123.86634000020,,,
wind power,"2009","2000",125.00000000000,90.00000000000,4357504.15462000020,3283643.45030000010,,,
wind power,"2009","2000",125.00000000000,90.00000000000,4357601.13602999970,3283927.19404000000,,,
wind power,"2009","2000",125.00000000000,90.00000000000,4357598.30638000000,3284227.33583999980,,,
wind power,"2009","2000",125.00000000000,90.00000000000,4357661.80551999990,3283254.12118999990,,,
wind power,"2013","2000",125.00000000000,90.00000000000,4375272.16713000000,3219110.56245000010,,,
wind power,"2011","2000",125.00000000000,90.00000000000,4374685.41873999960,3218996.62533999980,,,
wind power,"2011","2000",125.00000000000,90.00000000000,4375009.95478000030,3218738.06357000020,,,
wind power,"2011","2000",125.00000000000,90.00000000000,4375267.02642000000,3218592.46908999980,,,
wind power,"2013","2000",125.00000000000,90.00000000000,4354400.82158000020,3203386.69745999990,,,
wind power,"2011","3075",119.00000000000,112.00000000000,4282896.23538000040,3300358.88051000000,,,
wind power,"2011","3075",119.00000000000,112.00000000000,4282003.23323000040,3300320.19889000010,,,
wind power,"2011","3075",119.00000000000,112.00000000000,4281992.50239000000,3300772.55113000000,,,
wind power,"2011","3075",119.00000000000,112.00000000000,4282278.49137999960,3301481.92029999990,,,
wind power,"2011","3075",119.00000000000,112.00000000000,4282226.04817000030,3301091.46916999990,,,
wind power,"2011","3075",119.00000000000,112.00000000000,4281635.29949000010,3300915.54938000020,,,
wind power,"2011","3075",119.00000000000,112.00000000000,4281310.92038999960,3301621.34853000010,,,
wind power,"2011","3075",119.00000000000,112.00000000000,4281399.24538000020,3301280.97526000020,,,
wind power,"2011","3075",119.00000000000,112.00000000000,4281885.98936000000,3301244.23455999980,,,
wind power,"2011","3075",119.00000000000,112.00000000000,4281639.13874000030,3301768.88132999980,,,
wind power,"2011","3075",119.00000000000,112.00000000000,4281957.31496999970,3301625.42115999990,,,
wind power,"2011","3075",119.00000000000,112.00000000000,4283702.99156000000,3299950.55169000010,,,
wind power,"2011","3075",119.00000000000,112.00000000000,4283390.73794000040,3299799.79777000010,,,
wind power,"2011","3075",119.00000000000,112.00000000000,4283342.39828000030,3300137.61807999990,,,
wind power,"2011","3075",119.00000000000,112.00000000000,4284055.57878999970,3299979.69284000010,,,
wind power,"2011","3075",119.00000000000,112.00000000000,4282396.40522000010,3300245.73480999980,,,
wind power,"2011","3075",119.00000000000,112.00000000000,4283508.36426000020,3299407.99684000020,,,
wind power,"2013","3000",119.00000000000,112.00000000000,4354750.04688999990,3204194.19286999990,,,
wind power,"2014","3300",119.00000000000,112.00000000000,4137970.96792999980,3364299.70623000010,,,
wind power,"2014","3300",119.00000000000,112.00000000000,4138484.98281000000,3364288.81764000000,,,
wind power,"2015","3300",119.00000000000,112.00000000000,4186536.58433000000,3379587.25516999980,,,
wind power,"2015","3300",119.00000000000,112.00000000000,4186660.36280999980,3379350.48958999990,,,
wind power,"2014","3300",119.00000000000,112.00000000000,4186950.60736999990,3379213.50724000020,,,
wind power,"2013","2000",125.00000000000,101.00000000000,4354670.36044000000,3203637.08352999990,,,
wind power,"2015","3200",121.00000000000,114.00000000000,4237382.65385000040,3348761.35488000000,,,
wind power,"2015","3200",121.00000000000,114.00000000000,4237032.45629000010,3348617.09756000010,,,
wind power,"2011","2300",138.00000000000,82.00000000000,4201342.16170999970,3323014.67503000000,,,
wind power,"2011","2300",138.00000000000,82.00000000000,4200957.04169999990,3322946.89158000010,,,
wind power,"2011","2300",138.00000000000,82.00000000000,4201096.21540999970,3323316.16032999990,,,
wind power,"2011","2300",138.00000000000,82.00000000000,4110468.68386000020,3275834.52577999980,,,
wind power,"2011","2300",138.00000000000,82.00000000000,4110767.54312000000,3275530.38191000000,,,
wind power,"2011","2300",138.00000000000,82.00000000000,4110878.81219000000,3275257.78108000010,,,
wind power,"2011","2300",138.00000000000,82.00000000000,4110994.05612999990,3274765.04955000010,,,
wind power,"2011","2300",138.00000000000,82.00000000000,4110945.39918000020,3274426.58570999980,,,
wind power,"2010","2000",138.00000000000,82.00000000000,4225625.54170999960,3275382.47269000020,,,
wind power,"2010","2000",138.00000000000,82.00000000000,4225839.32476999980,3275576.64017000000,,,
wind power,"2010","2000",138.00000000000,82.00000000000,4347522.80303000010,3232475.45585000000,,,
wind power,"2015","2300",138.00000000000,82.00000000000,4285339.34516000000,3378385.41888999990,,,
wind power,"2009","2000",138.30000000000,82.00000000000,4238211.19041000030,3283816.10427000000,,,
wind power,"2010","2000",138.38000000000,82.00000000000,4134803.66441000020,3337088.83001000020,,,
wind power,"2010","2000",138.38000000000,82.00000000000,4134985.04068000010,3336967.34994000010,,,
wind power,"2011","3000",138.38000000000,82.00000000000,4132932.51508999990,3317665.94634999990,,,
wind power,"2011","2000",138.38000000000,82.00000000000,4132647.35307999980,3317949.89026999990,,,
wind power,"2010","2000",138.38000000000,82.00000000000,4133160.05339000000,3318354.13707000020,,,
wind power,"2010","2000",138.38000000000,82.00000000000,4132569.69407999980,3318339.07866000010,,,
wind power,"2010","2000",138.38000000000,82.00000000000,4148041.04303999990,3257757.24947000020,,,
wind power,"2011","2300",138.38000000000,82.00000000000,4213965.71791000010,3280867.68401000000,,,
wind power,"2015","2300",138.38000000000,82.00000000000,4289409.06450999990,3225504.17878000020,,,
wind power,"2015","2300",138.38000000000,82.00000000000,4289754.30767000000,3225582.46854999990,,,
wind power,"2015","2300",138.38000000000,82.00000000000,4290194.47566999960,3225579.41593000010,,,
wind power,"2014","3000",138.38000000000,82.00000000000,4150104.95780000000,3322194.18890000000,,,
wind power,"2014","3000",138.38000000000,82.00000000000,4150292.50964999990,3322519.78561000010,,,
wind power,"2014","2300",138.40000000000,82.00000000000,4116592.13319000000,3275802.79876000020,,,
wind power,"2014","2300",138.40000000000,82.00000000000,4116300.49147999990,3275686.69714999990,,,
wind power,"2009","2000",138.50000000000,82.00000000000,4238019.48599999960,3282179.94072999990,,,
wind power,"2009","2000",138.50000000000,82.00000000000,4238450.78117999990,3281606.74688000000,,,
wind power,"2009","2000",138.50000000000,82.00000000000,4237997.28564000040,3281949.13250999990,,,
wind power,"2010","3370",128.00000000000,104.00000000000,4321483.88762000020,3237692.03241000000,,,
wind power,"2010","3370",128.00000000000,104.00000000000,4321434.30516999960,3238013.85451000000,,,
wind power,"2003","4500",124.00000000000,114.00000000000,4192242.33183000000,3391682.46712999980,,,
wind power,"2014","2350",138.00000000000,92.00000000000,4151264.78840000000,3394042.33858999980,,,
wind power,"2014","2350",138.00000000000,92.00000000000,4153744.66016000000,3394104.13436000000,,,
wind power,"2014","2350",138.00000000000,92.00000000000,4153196.72532000020,3393908.41481000000,,,
wind power,"2014","2350",138.00000000000,92.00000000000,4152331.26745000020,3393611.91655000020,,,
wind power,"2014","2350",138.00000000000,92.00000000000,4153745.34966999990,3394804.34882000000,,,
wind power,"2015","2350",138.00000000000,92.00000000000,4280931.07431000010,3355924.85906000020,,,
wind power,"2015","2350",138.00000000000,92.00000000000,4110732.21499999990,3274924.64222999990,,,
wind power,"2014","3050",134.50000000000,101.00000000000,4132380.49660999980,3363883.40081000000,,,
wind power,"2014","3050",134.50000000000,101.00000000000,4132380.49660999980,3363883.40081000000,,,
wind power,"2014","3050",134.50000000000,101.00000000000,4132380.49660999980,3363883.40081000000,,,
wind power,"2015","3050",135.00000000000,101.00000000000,4175924.74435999990,3389565.34034000010,,,
wind power,"2012","3000",135.00000000000,101.00000000000,4290611.15957999970,3281814.92824999990,,,
wind power,"2012","3000",135.00000000000,101.00000000000,4290572.94161999970,3282161.61341999980,,,
wind power,"2012","3000",135.00000000000,101.00000000000,4290497.67092000040,3282505.80884000010,,,
wind power,"2012","3000",135.00000000000,101.00000000000,4290443.42088000010,3282850.71521000010,,,
wind power,"2012","3000",135.00000000000,101.00000000000,4291095.79339999980,3282781.67256999990,,,
wind power,"2011","3000",135.00000000000,101.00000000000,4215448.07466000040,3272146.16877999990,,,
